-7.553423018553005741e-02,-5.095023674041049278e-01
-1.458921077201146721e+00,-7.098532289028675057e-01
6.280809604497084031e-01,-1.062449063613385203e+00
-5.777206290156209345e-01,-2.963684388768710321e-01
7.096570231670199513e-01,-6.741916337830490269e-01
6.463533057080678157e-01,1.620603500648062079e-01
2.463542371589936053e+00,5.234278889235476767e-02
-5.582647669236943111e-01,5.296977442117023482e-01
1.917623582449658137e+00,-8.646051286874057995e-01
2.079274662144356967e+00,-1.797362493122194760e+00
-1.460422122941070766e+00,3.241297652508606797e-01
-5.144457778208270105e-01,1.294025498475233904e-01
8.309241992023052026e-01,1.113224427623170643e+00
4.389491972069721193e-01,-1.093796938234223193e+00
1.556506616917499031e+00,1.162324052569361887e+00
9.996763798977927884e-01,-8.623466362794988127e-01
3.103211237927557264e-01,-8.803919906180918131e-01
8.882237337012535150e-01,-9.304175974517239212e-01
1.125966285909340447e+00,1.330581736952978877e+00
1.813705031217410113e+00,-1.546669835852859887e+00
2.688352837422488317e+00,-8.781560831345270879e-01
7.397068042317103131e-01,5.876506593967092407e-01
-1.241962235239447709e+00,-7.472086933284556309e-01
-2.758949702142563520e-01,1.381985024155119701e+00
-1.017527030841979263e+00,-7.266564124170794559e-01
1.320698104412838747e+00,7.233408832591285975e-01
-1.247735488085672362e+00,3.692544435593537733e-01
-1.698403154288581351e-01,5.771938395485298745e-01
-4.520657808171969494e-01,8.556659534340297357e-01
-3.244191603869269191e-01,9.985155982294950938e-01
-3.786300046130395280e-01,8.057394399022968501e-02
-1.522080463338999712e+00,-4.936251657770127643e-01
-7.937846167859510249e-01,7.736375091816581895e-01
-4.249314924398797655e-01,-7.936207123090514015e-01
-7.559986769073484547e-01,3.165864006088106586e-01
1.326817752429886088e+00,-1.308887001549347562e-01
-1.343456020276347029e+00,6.331592814145272641e-01
1.118634254794567573e+00,-9.201129221025405175e-03
-1.024945660749432275e+00,9.494385582073251451e-01
-1.300762815478422763e+00,2.136894865078019234e-01
4.110355196953294765e-01,-4.238829202230392501e-01
7.218097204083320229e-01,3.586395292423832926e-01
-4.498142122072082971e-01,1.632790606045202875e+00
5.189087491274186892e-01,7.633161988779275653e-01
-2.004385555138895325e-01,1.407754422528574967e+00
6.776443361346420335e-01,6.907821763450289199e-02
-1.033374609904887276e+00,-5.601967683528828734e-02
-3.991827847456483336e-01,-8.624821458242685202e-01
-3.568648413827050780e-01,-1.034240493439531505e+00
2.154377132648256921e-01,-5.028172298771109716e-01
-1.690659446449127135e+00,-6.048785017867639446e-01
2.820033185819738053e-01,-7.560619835669505351e-01
-1.504710521297140946e-01,1.017306255062716547e+00
1.985632500978413484e+00,9.179865125705899409e-02
9.249127555390713740e-01,5.012946633281128994e-02
-1.440995127113610108e+00,4.382288016943564624e-01
-3.674587603555712900e-01,5.618222598560413533e-02
-8.268076230664336279e-01,2.659284159009774884e-01
7.323170405885182088e-01,-3.353274329121438413e-01
5.990703648973836337e-01,-3.342433565562328845e-01
-3.200390372486119211e-02,-7.342449469074929791e-01
-1.334969338592370214e+00,9.036815020246309338e-01
-1.694527525856083461e+00,-6.110216011359629329e-01
-5.760175194258708720e-01,7.254186962745443612e-01
-7.850092724597758087e-01,9.913110074484065004e-01
1.152927376701194939e+00,2.427562837967115750e-01
6.883537201644491788e-01,1.571820064640094827e-01
1.909302549325807008e-01,-2.232836245594004843e-01
4.634566555392170550e-01,3.393520040794094084e-01
5.046199483329564250e-01,2.876325279403284529e-01
3.005354602183731849e-01,1.479393801705151779e+00
-9.726696763270466749e-04,4.614461036469859057e-01
5.410780400568924176e-01,-8.590944072124080400e-01
-8.983093595671642895e-01,-4.989326229351770392e-01
-4.630060949607833209e-01,-9.245455171914224168e-01
-6.667153216402829097e-01,-2.100940288975829406e-01
-1.553082831123272944e+00,2.218652290243740000e-01
6.561678355467110979e-01,-3.338594128469079547e-01
4.281243481202240408e-01,-9.210674388831556758e-01
-1.439184101492665957e-01,6.342433577704382763e-01
-1.280708310862559707e-01,3.750361841232490723e-01
-1.731274280222423023e+00,-4.852235740199067893e-01
-8.217848930902736937e-01,-1.092712861878633257e+00
3.497235744683258041e-01,1.024894789553130181e+00
-1.127767293940895366e+00,-6.500483499432996304e-01
-4.748989958240552034e-01,9.130316605928782137e-01
-9.360087006530868337e-01,4.771426258812657140e-01
-3.300769481762106383e-01,-9.688345533088807970e-01
-1.273541928308425497e+00,-9.152405284712177291e-01
-7.295860451358350263e-01,8.308451218720366294e-01
-1.104241288592494152e+00,7.939952793823358557e-02
5.477172808300200257e-01,-2.979857998044419323e-02
-9.970608495020504281e-01,-9.798108264108338350e-01
-3.878094766385591918e-01,-6.143415849754386704e-01
8.075713914392640413e-01,8.915621514014798743e-02
-1.013774416491963981e+00,8.753885421161422889e-03
-9.948092808920618868e-01,-4.233182971212229861e-01
-6.800804019793206256e-01,-1.273934292682891822e+00
5.553091083229355629e-01,3.479794450776912407e-01
-1.108088050761038973e-01,1.101096323393242704e+00
-8.910639272451740256e-01,1.878523333622827696e-01
4.252377216971117702e-01,1.379396511493991007e-01
-9.707636827873753482e-01,8.105864449739001998e-01
3.702474883367762870e-01,-8.980534012476808492e-01
5.609668961122192821e-01,-6.199426461471636562e-01
-8.155786462805463266e-01,-2.021946978156791808e+00
1.681526407302799342e+00,1.283175981312557390e+00
-6.409377476818931552e-01,1.358090174480567569e+00
-6.730658997712120062e-01,-5.224799451442376647e-02
-6.600472146028946163e-01,2.598618249274097652e-02
-1.348969476744531493e+00,2.700388720834452916e-01
3.487421214844819706e-01,-1.576391595939992119e+00
6.869104069528417789e-01,-3.154752846470326721e-01
4.024911054829334867e-01,1.002454128625285545e-01
1.239468436866349998e+00,1.185021901268217714e+00
-1.257983011887715774e+00,-1.105563683678847386e+00
-1.102682510323945930e+00,-2.252259280303674227e-01
7.958805544256131181e-01,-2.268972124121159117e-01
-5.438605010723936983e-01,-2.912416611111980913e-01
-8.851463430777476438e-01,-3.696113476628115624e-01
4.382275406011683638e-01,-5.401501093783568352e-01
4.763887419148545299e-01,7.333234197018979605e-01
-8.369974143400580324e-01,6.569412064689730268e-01
9.985794618570080772e-01,2.521064423649588271e-01
-3.901476440413303992e-01,1.321276748232774301e+00
-4.135004518042689203e-01,-8.323990269518327656e-01
-1.125429126538124214e+00,3.297082414982433485e-01
-1.299182719971052891e-01,9.640735890100362582e-01
9.265292663360389369e-01,1.101376096085707607e-01
5.268469717909518568e-01,-5.243406625233286711e-01
-1.186712205500969564e+00,-6.491449529802010288e-01
1.172873965284941145e+00,-2.806719166422702583e-01
-5.358068133518171239e-01,1.143601150508846143e+00
-1.339183813170149007e+00,-8.336863676242564081e-01
-7.515821384799487026e-01,-1.061364987257795267e+00
-4.916702953423879308e-01,-1.198636155805877790e+00
8.628214211777421871e-01,-2.239611722816442219e-01
-9.751802212148776849e-01,-9.644669093547598993e-02
-9.127136254185674868e-01,-1.051924488992820983e+00
-7.824690412073835866e-01,7.567665708953822401e-01
1.395144199865100854e+00,1.023494524260279093e+00
-1.902487642402651835e-01,-6.537071076440577055e-01
6.417347034310471043e-01,-5.438992067752000947e-01
8.231591741241320870e-01,8.795156332608602412e-01
-1.255875774598929073e+00,-1.234808450573335048e-01
-8.213518991267708680e-01,2.858257340141312497e-01
-5.231633896185831079e-01,-1.092487012637778365e+00
-9.253645981774458185e-02,-5.739597407236145532e-01
-2.722866871853403259e-01,1.813478752277801476e-01
-9.427345402188944679e-01,-7.428949728294752530e-01
5.089498879675735665e-01,-1.193026341028017995e-01
1.267237783056790912e+00,-6.521174093538641137e-02
-9.902484111434602942e-01,-8.417717704444223070e-01
-7.415366785276286121e-01,1.482216917214875140e+00
9.876680139776825573e-01,-1.029285641459573158e-01
-6.502038185000929005e-01,-1.395892882705698668e+00
-7.807370653534752014e-01,3.982309011518572195e-01
2.776445126830957566e-01,6.451518761000064606e-01
-1.243318949658375194e+00,-5.361074079682739413e-01
-1.358697407790392164e+00,-1.080101720635876367e-01
-6.606822724160182903e-01,1.161307730986156805e+00
-3.756279131329863241e-01,1.066834993566275314e+00
-1.288350321858968028e+00,1.257677602027999608e+00
1.001581553337061337e+00,4.230969025622138835e-01
1.230029168462687617e+00,1.628282374834560953e-01
7.002466210276184766e-01,5.857083559260632954e-01
-7.020764953235367756e-01,7.814067230648840123e-01
6.547245223351036980e-01,3.378673490291358734e-03
